0,1
1,0.999848
2,0.999391
3,0.99863
4,0.997564
5,0.996195
6,0.994522
7,0.992546
8,0.990268
9,0.987688
10,0.984808
11,0.981627
12,0.978148
13,0.97437
14,0.970296
15,0.965926
16,0.961262
17,0.956305
18,0.951057
19,0.945519
20,0.939693
21,0.93358
22,0.927184
23,0.920505
24,0.913545
25,0.906308
26,0.898794
27,0.891007
28,0.882948
29,0.87462
30,0.866025
31,0.857167
32,0.848048
33,0.838671
34,0.829038
35,0.819152
36,0.809017
37,0.798636
38,0.788011
39,0.777146
40,0.766044
41,0.75471
42,0.743145
43,0.731354
44,0.71934
45,0.707107
46,0.694658
47,0.681998
48,0.669131
49,0.656059
50,0.642788
51,0.62932
52,0.615661
53,0.601815
54,0.587785
55,0.573576
56,0.559193
57,0.544639
58,0.529919
59,0.515038
60,0.5
61,0.48481
62,0.469472
63,0.45399
64,0.438371
65,0.422618
66,0.406737
67,0.390731
68,0.374607
69,0.358368
70,0.34202
71,0.325568
72,0.309017
73,0.292372
74,0.275637
75,0.258819
76,0.241922
77,0.224951
78,0.207912
79,0.190809
80,0.173648
81,0.156434
82,0.139173
83,0.121869
84,0.104528
85,0.0871557
86,0.0697565
87,0.052336
88,0.0348995
89,0.0174524
90,6.12303e-017
91,-0.0174524
92,-0.0348995
93,-0.052336
94,-0.0697565
95,-0.0871557
96,-0.104528
97,-0.121869
98,-0.139173
99,-0.156434
100,-0.173648
101,-0.190809
102,-0.207912
103,-0.224951
104,-0.241922
105,-0.258819
106,-0.275637
107,-0.292372
108,-0.309017
109,-0.325568
110,-0.34202
111,-0.358368
112,-0.374607
113,-0.390731
114,-0.406737
115,-0.422618
116,-0.438371
117,-0.45399
118,-0.469472
119,-0.48481
120,-0.5
121,-0.515038
122,-0.529919
123,-0.544639
124,-0.559193
125,-0.573576
126,-0.587785
127,-0.601815
128,-0.615661
129,-0.62932
130,-0.642788
131,-0.656059
132,-0.669131
133,-0.681998
134,-0.694658
135,-0.707107
136,-0.71934
137,-0.731354
138,-0.743145
139,-0.75471
140,-0.766044
141,-0.777146
142,-0.788011
143,-0.798636
144,-0.809017
145,-0.819152
146,-0.829038
147,-0.838671
148,-0.848048
149,-0.857167
150,-0.866025
151,-0.87462
152,-0.882948
153,-0.891007
154,-0.898794
155,-0.906308
156,-0.913545
157,-0.920505
158,-0.927184
159,-0.93358
160,-0.939693
161,-0.945519
162,-0.951057
163,-0.956305
164,-0.961262
165,-0.965926
166,-0.970296
167,-0.97437
168,-0.978148
169,-0.981627
170,-0.984808
171,-0.987688
172,-0.990268
173,-0.992546
174,-0.994522
175,-0.996195
176,-0.997564
177,-0.99863
178,-0.999391
179,-0.999848
180,-1
181,-0.999848
182,-0.999391
183,-0.99863
184,-0.997564
185,-0.996195
186,-0.994522
187,-0.992546
188,-0.990268
189,-0.987688
190,-0.984808
191,-0.981627
192,-0.978148
193,-0.97437
194,-0.970296
195,-0.965926
196,-0.961262
197,-0.956305
198,-0.951057
199,-0.945519
200,-0.939693
201,-0.93358
202,-0.927184
203,-0.920505
204,-0.913545
205,-0.906308
206,-0.898794
207,-0.891007
208,-0.882948
209,-0.87462
210,-0.866025
211,-0.857167
212,-0.848048
213,-0.838671
214,-0.829038
215,-0.819152
216,-0.809017
217,-0.798636
218,-0.788011
219,-0.777146
220,-0.766044
221,-0.75471
222,-0.743145
223,-0.731354
224,-0.71934
225,-0.707107
226,-0.694658
227,-0.681998
228,-0.669131
229,-0.656059
230,-0.642788
231,-0.62932
232,-0.615661
233,-0.601815
234,-0.587785
235,-0.573576
236,-0.559193
237,-0.544639
238,-0.529919
239,-0.515038
240,-0.5
241,-0.48481
242,-0.469472
243,-0.45399
244,-0.438371
245,-0.422618
246,-0.406737
247,-0.390731
248,-0.374607
249,-0.358368
250,-0.34202
251,-0.325568
252,-0.309017
253,-0.292372
254,-0.275637
255,-0.258819
256,-0.241922
257,-0.224951
258,-0.207912
259,-0.190809
260,-0.173648
261,-0.156434
262,-0.139173
263,-0.121869
264,-0.104528
265,-0.0871557
266,-0.0697565
267,-0.052336
268,-0.0348995
269,-0.0174524
270,-1.83691e-016
271,0.0174524
272,0.0348995
273,0.052336
274,0.0697565
275,0.0871557
276,0.104528
277,0.121869
278,0.139173
279,0.156434
280,0.173648
281,0.190809
282,0.207912
283,0.224951
284,0.241922
285,0.258819
286,0.275637
287,0.292372
288,0.309017
289,0.325568
290,0.34202
291,0.358368
292,0.374607
293,0.390731
294,0.406737
295,0.422618
296,0.438371
297,0.45399
298,0.469472
299,0.48481
300,0.5
301,0.515038
302,0.529919
303,0.544639
304,0.559193
305,0.573576
306,0.587785
307,0.601815
308,0.615661
309,0.62932
310,0.642788
311,0.656059
312,0.669131
313,0.681998
314,0.694658
315,0.707107
316,0.71934
317,0.731354
318,0.743145
319,0.75471
320,0.766044
321,0.777146
322,0.788011
323,0.798636
324,0.809017
325,0.819152
326,0.829038
327,0.838671
328,0.848048
329,0.857167
330,0.866025
331,0.87462
332,0.882948
333,0.891007
334,0.898794
335,0.906308
336,0.913545
337,0.920505
338,0.927184
339,0.93358
340,0.939693
341,0.945519
342,0.951057
343,0.956305
344,0.961262
345,0.965926
346,0.970296
347,0.97437
348,0.978148
349,0.981627
350,0.984808
351,0.987688
352,0.990268
353,0.992546
354,0.994522
355,0.996195
356,0.997564
357,0.99863
358,0.999391
359,0.999848
360,1
361,0.999848
362,0.999391
363,0.99863
364,0.997564
365,0.996195
366,0.994522
367,0.992546
368,0.990268
369,0.987688
370,0.984808
371,0.981627
372,0.978148
373,0.97437
374,0.970296
375,0.965926
376,0.961262
377,0.956305
378,0.951057
379,0.945519
380,0.939693
381,0.93358
382,0.927184
383,0.920505
384,0.913545
385,0.906308
386,0.898794
387,0.891007
388,0.882948
389,0.87462
390,0.866025
391,0.857167
392,0.848048
393,0.838671
394,0.829038
395,0.819152
396,0.809017
397,0.798636
398,0.788011
399,0.777146
400,0.766044
401,0.75471
402,0.743145
403,0.731354
404,0.71934
405,0.707107
406,0.694658
407,0.681998
408,0.669131
409,0.656059
410,0.642788
411,0.62932
412,0.615661
413,0.601815
414,0.587785
415,0.573576
416,0.559193
417,0.544639
418,0.529919
419,0.515038
420,0.5
421,0.48481
422,0.469472
423,0.45399
424,0.438371
425,0.422618
426,0.406737
427,0.390731
428,0.374607
429,0.358368
430,0.34202
431,0.325568
432,0.309017
433,0.292372
434,0.275637
435,0.258819
436,0.241922
437,0.224951
438,0.207912
439,0.190809
440,0.173648
441,0.156434
442,0.139173
443,0.121869
444,0.104528
445,0.0871557
446,0.0697565
447,0.052336
448,0.0348995
449,0.0174524
450,3.06152e-016
451,-0.0174524
452,-0.0348995
453,-0.052336
454,-0.0697565
455,-0.0871557
456,-0.104528
457,-0.121869
458,-0.139173
459,-0.156434
460,-0.173648
461,-0.190809
462,-0.207912
463,-0.224951
464,-0.241922
465,-0.258819
466,-0.275637
467,-0.292372
468,-0.309017
469,-0.325568
470,-0.34202
471,-0.358368
472,-0.374607
473,-0.390731
474,-0.406737
475,-0.422618
476,-0.438371
477,-0.45399
478,-0.469472
479,-0.48481
480,-0.5
481,-0.515038
482,-0.529919
483,-0.544639
484,-0.559193
485,-0.573576
486,-0.587785
487,-0.601815
488,-0.615661
489,-0.62932
490,-0.642788
491,-0.656059
492,-0.669131
493,-0.681998
494,-0.694658
495,-0.707107
496,-0.71934
497,-0.731354
498,-0.743145
499,-0.75471
500,-0.766044
501,-0.777146
502,-0.788011
503,-0.798636
504,-0.809017
505,-0.819152
506,-0.829038
507,-0.838671
508,-0.848048
509,-0.857167
510,-0.866025
511,-0.87462
512,-0.882948
513,-0.891007
514,-0.898794
515,-0.906308
516,-0.913545
517,-0.920505
518,-0.927184
519,-0.93358
520,-0.939693
521,-0.945519
522,-0.951057
523,-0.956305
524,-0.961262
525,-0.965926
526,-0.970296
527,-0.97437
528,-0.978148
529,-0.981627
530,-0.984808
531,-0.987688
532,-0.990268
533,-0.992546
534,-0.994522
535,-0.996195
536,-0.997564
537,-0.99863
538,-0.999391
539,-0.999848
540,-1
541,-0.999848
542,-0.999391
543,-0.99863
544,-0.997564
545,-0.996195
546,-0.994522
547,-0.992546
548,-0.990268
549,-0.987688
550,-0.984808
551,-0.981627
552,-0.978148
553,-0.97437
554,-0.970296
555,-0.965926
556,-0.961262
557,-0.956305
558,-0.951057
559,-0.945519
560,-0.939693
561,-0.93358
562,-0.927184
563,-0.920505
564,-0.913545
565,-0.906308
566,-0.898794
567,-0.891007
568,-0.882948
569,-0.87462
570,-0.866025
571,-0.857167
572,-0.848048
573,-0.838671
574,-0.829038
575,-0.819152
576,-0.809017
577,-0.798636
578,-0.788011
579,-0.777146
580,-0.766044
581,-0.75471
582,-0.743145
583,-0.731354
584,-0.71934
585,-0.707107
586,-0.694658
587,-0.681998
588,-0.669131
589,-0.656059
590,-0.642788
591,-0.62932
592,-0.615661
593,-0.601815
594,-0.587785
595,-0.573576
596,-0.559193
597,-0.544639
598,-0.529919
599,-0.515038
600,-0.5
601,-0.48481
602,-0.469472
603,-0.45399
604,-0.438371
605,-0.422618
606,-0.406737
